Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2007-04-19 00:00:00-04:00,40.957404473129,45.053145231677156,39.97834240402921,44.710472106933594,15862400,0.0,0.0
2007-04-20 00:00:00-04:00,44.710475471803115,46.99495173006188,44.22094595658794,46.58700942993164,3054700,0.0,0.0
2007-04-23 00:00:00-04:00,46.66859965333841,47.22340142926702,46.1627520737633,46.91336441040039,1876400,0.0,0.0
2007-04-24 00:00:00-04:00,46.52173774334006,47.97401125665323,46.52173774334006,47.64765930175781,1532950,0.0,0.0
2007-04-25 00:00:00-04:00,48.21877430526341,48.54512936103489,46.52173610736817,46.684913635253906,1225350,0.0,0.0
2007-04-26 00:00:00-04:00,47.72924446270329,47.794516718290865,44.54729358691542,46.01588821411133,639700,0.0,0.0
2007-04-27 00:00:00-04:00,46.01588365662742,46.505413075640675,45.118408905300264,46.34223556518555,178150,0.0,0.0
2007-04-30 00:00:00-04:00,46.47277931608063,47.256027671302235,45.68953096085903,45.7711181640625,182500,0.0,0.0
2007-05-01 00:00:00-04:00,45.68953327041589,46.50541779310189,45.36317821640051,45.5263557434082,459200,0.0,0.0
2007-05-02 00:00:00-04:00,45.3631808574096,46.701234166891126,45.29791171021808,45.950618743896484,428500,0.0,0.0
2007-05-03 00:00:00-04:00,45.93429857269494,46.88072450621846,45.78743910780746,46.75018310546875,182600,0.0,0.0
2007-05-04 00:00:00-04:00,46.94599444847535,47.48447808906637,46.358556617884304,46.99494552612305,139850,0.0,0.0
2007-05-07 00:00:00-04:00,46.831771204127485,47.484478176907,46.50541616156155,47.435523986816406,293300,0.0,0.0
2007-05-08 00:00:00-04:00,47.61502622895643,47.9740143360905,47.32130727205002,47.81083679199219,259600,0.0,0.0
2007-05-09 00:00:00-04:00,48.08823338636437,51.02541958062557,47.79451756805551,50.3400764465332,594800,0.0,0.0
2007-05-10 00:00:00-04:00,50.34007627540655,50.34007627540655,48.51249355325546,49.62209701538086,568650,0.0,0.0
2007-05-11 00:00:00-04:00,50.340075381157874,51.58022022195305,50.095310648237664,50.43798065185547,646250,0.0,0.0
2007-05-14 00:00:00-04:00,51.40072785188506,52.2166124209626,50.58484328280752,52.0860710144043,390950,0.0,0.0
2007-05-15 00:00:00-04:00,55.48014874309011,56.622388344506504,54.974298087185765,55.822818756103516,1224750,0.0,0.0
2007-05-16 00:00:00-04:00,56.70397391861772,56.932420587373045,55.7249149883221,56.06758499145508,239550,0.0,0.0
2007-05-17 00:00:00-04:00,56.21444931590954,59.85329382869118,56.19812813832677,59.396400451660156,592000,0.0,0.0
2007-05-18 00:00:00-04:00,59.55957236599234,60.78339919543053,58.335745536554136,59.69011688232422,905150,0.0,0.0
2007-05-21 00:00:00-04:00,59.853294105741185,60.195964140100614,54.72953986918639,56.36130905151367,708900,0.0,0.0
2007-05-22 00:00:00-04:00,56.785559757739414,57.11191480154634,51.95552502845206,55.00693130493164,1950650,0.0,0.0
2007-05-23 00:00:00-04:00,55.88809359548943,56.899788729337004,54.66426672843492,54.7948112487793,620950,0.0,0.0
2007-05-24 00:00:00-04:00,55.12115318790923,56.29602882485514,54.99061490863999,55.36592102050781,600050,0.0,0.0
2007-05-25 00:00:00-04:00,55.36592373157588,57.438271148351,55.2353792212098,57.128231048583984,381600,0.0,0.0
2007-05-29 00:00:00-04:00,58.97212984883274,58.97212984883274,54.74584794826751,55.31697082519531,443000,0.0,0.0
2007-05-30 00:00:00-04:00,55.4311998185719,58.531557457627606,54.92534914299249,58.44997024536133,431550,0.0,0.0
2007-05-31 00:00:00-04:00,58.66210310463275,60.3754594939803,57.60145065066715,58.18888854980469,533300,0.0,0.0
2007-06-01 00:00:00-04:00,58.058348270399954,59.95120020038162,58.00939096400637,59.7064323425293,406650,0.0,0.0
2007-06-04 00:00:00-04:00,59.445348286460806,59.85329055786133,57.35668584879574,59.85329055786133,287050,0.0,0.0
2007-06-05 00:00:00-04:00,59.70643458766995,60.29387248884079,57.470912552396875,57.53617858886719,431100,0.0,0.0
2007-06-06 00:00:00-04:00,56.63870947380384,56.78556895607055,54.12578332155383,55.3006591796875,653350,0.0,0.0
2007-06-07 00:00:00-04:00,55.888088469552315,56.00231180202465,53.03249270833431,53.081443786621094,614900,0.0,0.0
2007-06-08 00:00:00-04:00,53.35885018843392,53.848379667745135,52.41242113368785,53.11408233642578,258850,0.0,0.0
2007-06-11 00:00:00-04:00,53.881016317187296,55.88809155905896,53.68520576851094,55.10484313964844,492000,0.0,0.0
2007-06-12 00:00:00-04:00,54.50109286907022,55.02325850646326,53.03249812346144,54.044193267822266,580600,0.0,0.0
2007-06-13 00:00:00-04:00,53.03249796846773,55.23538385573731,53.03249796846773,55.137481689453125,363900,0.0,0.0
2007-06-14 00:00:00-04:00,55.48014608216809,55.757543824720656,53.13040095958174,53.734153747558594,547800,0.0,0.0
2007-06-15 00:00:00-04:00,53.84837960011255,58.49891898478571,53.68520518211544,58.09097671508789,936100,0.0,0.0
2007-06-18 00:00:00-04:00,58.433655386589535,60.1306905684503,56.801886239823396,58.12361526489258,808700,0.0,0.0
2007-06-19 00:00:00-04:00,58.417330857603545,58.417330857603545,55.268016087059806,55.46383285522461,429800,0.0,0.0
2007-06-20 00:00:00-04:00,55.333291945841836,55.59437476235563,53.130406070550855,53.26094436645508,598450,0.0,0.0
2007-06-21 00:00:00-04:00,53.6362463161199,55.447510936822646,53.114080724078285,54.86007308959961,380400,0.0,0.0
2007-06-22 00:00:00-04:00,54.45213264943506,55.48014891639149,53.48938863983888,55.20275115966797,1329000,0.0,0.0
2007-06-25 00:00:00-04:00,55.10484412530412,57.19350661442523,54.566357325930895,57.11191940307617,301550,0.0,0.0
2007-06-26 00:00:00-04:00,56.80188075221789,57.03032741474217,55.072203382855264,56.72028732299805,264750,0.0,0.0
2007-06-27 00:00:00-04:00,56.72028988837596,57.61776785274827,55.741230940503414,56.867149353027344,282650,0.0,0.0
2007-06-28 00:00:00-04:00,56.997693302290024,56.997693302290024,54.90903091430664,54.90903091430664,213300,0.0,0.0
