Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-12-31 00:00:00-05:00,2.531343460083008,2.5373847733270076,2.52530199379363,2.531343460083008,33868,0.0,0.0
1982-01-04 00:00:00-05:00,2.5253009165319895,2.531342380244155,2.519259452819824,2.519259452819824,65080,0.0,0.0
1982-01-05 00:00:00-05:00,2.5253009165319895,2.531342380244155,2.519259452819824,2.519259452819824,318096,0.0,0.0
1982-01-06 00:00:00-05:00,2.4588460149067592,2.507177120953188,2.404473597127197,2.434680461883545,369231,0.0,0.0
1982-01-07 00:00:00-05:00,2.3742671972455183,2.3923914432525635,2.3501017909784236,2.3923914432525635,151411,0.0,0.0
1982-01-08 00:00:00-05:00,2.440722418862938,2.4890538437772753,2.3923914530847408,2.476970911026001,305479,0.0,0.0
1982-01-11 00:00:00-05:00,2.344060401003567,2.4648882015028386,2.217190980911255,2.217190980911255,687327,0.0,0.0
1982-01-12 00:00:00-05:00,2.1990652923544127,2.2232306801996726,2.168858289718628,2.168858289718628,238406,0.0,0.0
1982-01-13 00:00:00-05:00,2.108446282795185,2.1507357867972927,2.0661566257476807,2.0661566257476807,478141,0.0,0.0
1982-01-14 00:00:00-05:00,2.090322376961593,2.1024051599597957,2.0782394409179688,2.0782394409179688,130160,0.0,0.0
1982-01-15 00:00:00-05:00,2.114486620745773,2.1386523246765137,2.090321069860358,2.1386523246765137,564471,0.0,0.0
1982-01-18 00:00:00-05:00,2.1084452806938994,2.1205280559712594,2.090321041255198,2.096362352371216,813503,0.0,0.0
1982-01-19 00:00:00-05:00,2.1024043560028076,2.11448713438057,2.0842801119134826,2.1024043560028076,345324,0.0,0.0
1982-01-20 00:00:00-05:00,2.132610321236656,2.168858638399981,2.096361851028044,2.156775712966919,763033,0.0,0.0
1982-01-21 00:00:00-05:00,2.20510714785789,2.2292723869729887,2.174899986782856,2.223231077194214,56447,0.0,0.0
1982-01-22 00:00:00-05:00,2.2594796916771154,2.2836453914642334,2.235313991889997,2.2836453914642334,82346,0.0,0.0
1982-01-25 00:00:00-05:00,2.331977128982544,2.3440599064833996,2.3198943514816888,2.331977128982544,70393,0.0,0.0
1982-01-26 00:00:00-05:00,2.350100040435791,2.368223966851926,2.3319758079291253,2.350100040435791,292861,0.0,0.0
